track_id,reason,start_ts,end_ts,duration_sec,start_hhmmss,end_hhmmss
7,EYES_OFF,1762608422.291,1762608423.217,0.926,00:02:30.746,00:02:31.672
7,EYES_MOVING,1762608423.217,1762608423.892,0.675,00:02:31.672,00:02:32.347
7,EYES_MOVING,1762608424.674,1762608425.618,0.944,00:02:33.129,00:02:34.074
7,EYES_OFF,1762608425.618,1762608426.547,0.929,00:02:34.074,00:02:35.002
7,EYES_MOVING,1762608427.347,1762608427.745,0.398,00:02:35.802,00:02:36.201
7,EYES_MOVING,1762608439.683,1762608440.083,0.400,00:02:48.139,00:02:48.539
7,EYES_OFF,1762608440.083,1762608440.613,0.529,00:02:48.539,00:02:49.068
7,EYES_MOVING,1762608442.068,1762608442.217,0.149,00:02:50.524,00:02:50.673
7,EYES_MOVING,1762608443.078,1762608443.205,0.127,00:02:51.533,00:02:51.660
7,EYES_MOVING,1762608448.450,1762608448.596,0.145,00:02:56.906,00:02:57.051
7,EYES_MOVING,1762608449.395,1762608450.195,0.799,00:02:57.851,00:02:58.650
7,EYES_MOVING,1762608451.251,1762608451.380,0.129,00:02:59.707,00:02:59.835
7,HEAD_POSE_OFF,1762608455.716,1762608488.898,33.182,00:03:04.171,00:03:37.354
7,HEAD_POSE_OFF,1762608491.990,1762608492.917,0.927,00:03:40.446,00:03:41.372
7,HEAD_POSE_OFF,1762608494.149,1762608494.294,0.146,00:03:42.604,00:03:42.750
7,EYES_MOVING,1762608501.768,1762608501.910,0.142,00:03:50.223,00:03:50.365
7,EYES_MOVING,1762608503.895,1762608504.038,0.143,00:03:52.350,00:03:52.493
7,HEAD_POSE_OFF,1762608511.976,1762608513.077,1.101,00:04:00.432,00:04:01.532
7,HEAD_POSE_OFF,1762608521.220,1762608521.494,0.273,00:04:09.676,00:04:09.949
7,HEAD_POSE_OFF,1762608522.822,1762608525.879,3.057,00:04:11.277,00:04:14.334
7,HEAD_POSE_OFF,1762608527.477,1762608528.166,0.689,00:04:15.932,00:04:16.621
9,MULTIPLE_FACES,1762608532.094,1762608533.293,1.199,00:04:20.549,00:04:21.748
10,HEAD_POSE_OFF,1762608565.958,1762608567.847,1.889,00:04:54.413,00:04:56.302
10,HEAD_POSE_OFF,1762608568.247,1762608569.975,1.728,00:04:56.702,00:04:58.430
10,HEAD_POSE_OFF,1762608571.176,1762608578.493,7.317,00:04:59.632,00:05:06.948
11,MULTIPLE_FACES,1762608579.562,1762608580.760,1.197,00:05:08.018,00:05:09.215
11,HEAD_POSE_OFF,1762608582.344,1762608583.322,0.978,00:05:10.799,00:05:11.777
11,EYES_MOVING,1762608586.570,1762608587.865,1.295,00:05:15.025,00:05:16.320
2,MULTIPLE_FACES,1762608315.984,1762608588.012,272.028,00:00:44.440,00:05:16.467
5,MULTIPLE_FACES,1762608329.249,1762608588.012,258.763,00:00:57.704,00:05:16.467
8,MULTIPLE_FACES,1762608404.258,1762608588.012,183.753,00:02:12.714,00:05:16.467
7,MULTIPLE_FACES,1762608532.094,1762608588.012,55.918,00:04:20.549,00:05:16.467
10,MULTIPLE_FACES,1762608579.562,1762608588.012,8.449,00:05:08.018,00:05:16.467
