track_id,reason,start_ts,end_ts,duration_sec,start_hhmmss,end_hhmmss
1,HEAD_POSE_OFF,1762324758.527,1762324759.055,0.527,00:00:15.014,00:00:15.542
1,HEAD_POSE_OFF,1762324769.300,1762324771.024,1.725,00:00:25.787,00:00:27.512
